sp	POS	Mean_rho	len	num	spAbbr	spAbbr2	cMmbAvgREC	cMAvgREC
Gorilla_gorilla_gorilla	2700001	51.74160409	9916	25	GGG	GGG (N=4323)	8.1385675834056	0.0807020361570499
Gorilla_gorilla_gorilla	2710001	20.27329947	10034	42	GGG	GGG (N=4323)	3.15133768358628	0.0316205223171047
Gorilla_gorilla_gorilla	2720001	9.99174997	10654	42	GGG	GGG (N=4323)	1.46276132506707	0.0155842591572646
Gorilla_gorilla_gorilla	2730001	23.33668745	10005	34	GGG	GGG (N=4323)	3.63803372349745	0.036398527403592
Gorilla_gorilla_gorilla	2740001	61.05080717	9983	46	GGG	GGG (N=4323)	9.5383870853438	0.0952217182729872
Gorilla_gorilla_gorilla	2750001	0.22006873	1198	2	GGG	GGG (N=4323)	0.2865141814641	0.000343243989393991
Pan_paniscus	290001	20.18146686	5483	3	PPA	PPA (N=2064)	5.14237897419933	0.028195663915535
Pan_paniscus	300001	39.45519465	10098	11	PPA	PPA (N=2064)	5.45881555098214	0.0551231194338176
Pan_paniscus	310001	37.41234888	9581	1	PPA	PPA (N=2064)	5.45548959240916	0.0522690457848722
Pan_paniscus	320001	29.00979901	7493	7	PPA	PPA (N=2064)	5.40901995228946	0.0405297865025049
Pan_paniscus	330001	46.64284275	12057	9	PPA	PPA (N=2064)	5.40474672242113	0.0651650312322316
Pan_paniscus	340001	48.81833264	12628	0	PPA	PPA (N=2064)	5.4010471079201	0.068204422878815
Pan_paniscus	350001	39.31770728	10173	4	PPA	PPA (N=2064)	5.39968887239074	0.054931034898831
Pan_paniscus	360001	47.83116404	12378	1	PPA	PPA (N=2064)	5.39871085374941	0.0668252429477101
Pan_paniscus	370001	34.86382896	9024	3	PPA	PPA (N=2064)	5.39766083323679	0.0487084913591288
Pan_paniscus	380001	44.21052701	11454	1	PPA	PPA (N=2064)	5.39259878232104	0.0617668264527052
Pan_paniscus	390001	38.91048717	10090	8	PPA	PPA (N=2064)	5.38772100372083	0.0543621049275431
Pan_paniscus	400001	13.93842154	3616	3	PPA	PPA (N=2064)	5.38536035759578	0.0194734630530664
Pan_paniscus	410001	52.68933196	13670	3	PPA	PPA (N=2064)	5.38497602219085	0.0736126222233489
Pan_paniscus	420001	68.50764915	17785	7	PPA	PPA (N=2064)	5.38164184481562	0.0957125002100459
Pan_paniscus	430001	60.58423914	15752	6	PPA	PPA (N=2064)	5.37345419428411	0.0846426504683633
Pan_paniscus	440001	60.20213738	15688	15	PPA	PPA (N=2064)	5.3613471133244	0.0841088135138332
Pan_paniscus	450001	37.15948855	10404	16	PPA	PPA (N=2064)	4.98998201718141	0.0519157729067554
Pan_paniscus	460001	31.54141656	10189	10	PPA	PPA (N=2064)	4.32493144692758	0.0440667265127451
Pan_paniscus	470001	42.2622646	12746	8	PPA	PPA (N=2064)	4.63242553397531	0.0590448958560493
Pan_paniscus	480001	34.02041405	8746	14	PPA	PPA (N=2064)	5.43450156426778	0.047530150681086
Pan_paniscus	490001	76.97389956	8979	32	PPA	PPA (N=2064)	11.9769190274976	0.107540755947901
Pan_paniscus	500001	95.73099665	10122	6	PPA	PPA (N=2064)	13.213438373764	0.133746423219239
Pan_paniscus	510001	101.31160015	10712	6	PPA	PPA (N=2064)	13.2135102812104	0.141543122132326
Pan_paniscus	520001	59.58849095	6299	8	PPA	PPA (N=2064)	13.2166191354203	0.0832514839340125
Pan_paniscus	530001	106.12351226	11198	7	PPA	PPA (N=2064)	13.2403890965178	0.148265877102806
Pan_paniscus	540001	31.40596814	4867	3	PPA	PPA (N=2064)	9.01530524113433	0.0438774906086008
Pan_paniscus	570001	65.10030772	9461	24	PPA	PPA (N=2064)	9.61336861231848	0.0909520804411452
Pan_paniscus	580001	103.59506614	10402	7	PPA	PPA (N=2064)	13.9139942240799	0.14473336791888
Pan_paniscus	590001	92.90387042	7643	13	PPA	PPA (N=2064)	16.9824186880153	0.129796626032501
Pan_paniscus	600001	111.88096303	9204	6	PPA	PPA (N=2064)	16.9827955816507	0.156309650533513
Pan_paniscus	610001	115.33355387	9488	8	PPA	PPA (N=2064)	16.9828508178037	0.161133288559322
Pan_paniscus	620001	137.0095027	11271	11	PPA	PPA (N=2064)	16.9831340030267	0.191416903348114
Pan_paniscus	630001	124.82817868	10269	20	PPA	PPA (N=2064)	16.9829869637059	0.174398293130296
Pan_paniscus	640001	118.10535215	9716	11	PPA	PPA (N=2064)	16.9828928255164	0.165005786692717
Pan_paniscus	650001	137.1310728	11281	13	PPA	PPA (N=2064)	16.9831353388417	0.191586749757473
Pan_paniscus	660001	6.34595922	3344	2	PPA	PPA (N=2064)	2.65131057672366	0.00886598256856392
Pan_paniscus	710001	101.94868586	8824	16	PPA	PPA (N=2064)	16.1415683237585	0.142433198888845
Pan_paniscus	720001	112.91661424	9296	22	PPA	PPA (N=2064)	16.9703706806287	0.157756565847124
Pan_paniscus	730001	106.67065559	8790	15	PPA	PPA (N=2064)	16.9545272754947	0.149030294751599
Pan_paniscus	740001	95.86966371	7908	6	PPA	PPA (N=2064)	16.9372984202209	0.133940155907107
Pan_paniscus	750001	58.35353015	9758	25	PPA	PPA (N=2064)	8.35479727849039	0.0815261118435092
Pan_paniscus	760001	22.14542437	10569	11	PPA	PPA (N=2064)	2.92738407064127	0.0309395222426076
Pan_paniscus	770001	70.22484753	15232	11	PPA	PPA (N=2064)	6.44115084603517	0.0981116096868077
Pan_paniscus	780001	156.22236572	9963	15	PPA	PPA (N=2064)	21.9069882850914	0.218259324284365
Pan_paniscus	790001	0	11259	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	800001	0	11353	1	PPA	PPA (N=2064)	0	0
Pan_paniscus	810001	0	59153	1	PPA	PPA (N=2064)	0	0
Pan_paniscus	820001	46.49637525	9837	4	PPA	PPA (N=2064)	6.60368003424363	0.0649604004968545
Pan_paniscus	830001	172.62525813	10118	7	PPA	PPA (N=2064)	23.836323015089	0.241175916266671
Pan_paniscus	840001	212.98815351	10017	27	PPA	PPA (N=2064)	29.7062184818476	0.297567190532667
Pan_paniscus	850001	199.18294189	22766	12	PPA	PPA (N=2064)	12.2234839655735	0.278279835960247
Pan_paniscus	860001	240.82868971	15693	15	PPA	PPA (N=2064)	21.4403486937531	0.336463392051068
Pan_paniscus	870001	232.35921753	9274	13	PPA	PPA (N=2064)	35.0043816213656	0.324630635156545
Pan_paniscus	880001	184.62447048	7369	12	PPA	PPA (N=2064)	35.0034057589911	0.257940097038005
Pan_paniscus	890001	236.89792705	9842	27	PPA	PPA (N=2064)	33.6284999938843	0.330971696939809
Pan_paniscus	900001	78.97208544	10286	23	PPA	PPA (N=2064)	10.7264665528212	0.110332434962319
Pan_paniscus	910001	344.26783404	9468	27	PPA	PPA (N=2064)	50.8004774560724	0.480978920554093
Pan_paniscus	920001	232.82853516	10402	10	PPA	PPA (N=2064)	31.2715172075784	0.325286321993231
Pan_paniscus	930001	121.43777256	8682	5	PPA	PPA (N=2064)	19.5417569451273	0.169661533797595
Pan_paniscus	940001	225.4510206	9165	9	PPA	PPA (N=2064)	34.3676100904254	0.314979146478748
Pan_paniscus	950001	161.28605844	9802	7	PPA	PPA (N=2064)	22.9885578095128	0.225333843648844
Pan_paniscus	960001	434.69092368	11816	22	PPA	PPA (N=2064)	51.3972267240798	0.607309630971727
Pan_paniscus	970001	401.8803984	10614	33	PPA	PPA (N=2064)	52.8989847445234	0.561469824078372
Pan_paniscus	980001	300.29396436	11461	30	PPA	PPA (N=2064)	36.6061189825112	0.419542729658561
Pan_paniscus	990001	128.96089596	11506	16	PPA	PPA (N=2064)	15.6589727453292	0.180172140407758
Pan_paniscus	1000001	507.9321702	10466	19	PPA	PPA (N=2064)	67.8038861168597	0.709635472099053
Pan_paniscus	1010001	268.60280245	9574	14	PPA	PPA (N=2064)	39.1964479740989	0.375266792904023
Pan_paniscus	1020001	26.83555898	2351	3	PPA	PPA (N=2064)	15.9473164797044	0.0374921410437852
Pan_paniscus	1030001	149.4982624	13945	8	PPA	PPA (N=2064)	14.9777722506158	0.208865034034838
Pan_paniscus	1040001	117.06789012	9328	9	PPA	PPA (N=2064)	17.533913107872	0.16355634147023
Pan_paniscus	1050001	110.82287833	8815	11	PPA	PPA (N=2064)	17.5645369528324	0.154831393239218
Pan_paniscus	1060001	119.76704946	9523	18	PPA	PPA (N=2064)	17.5708658247415	0.167327355249013
Pan_paniscus	1070001	115.53941202	9260	12	PPA	PPA (N=2064)	17.4320620273977	0.161420894373703
Pan_paniscus	1080001	32.89384392	8918	15	PPA	PPA (N=2064)	5.15319712145163	0.0459562119291057
Pan_paniscus	1090001	55.89736233	10842	12	PPA	PPA (N=2064)	7.20296837867652	0.0780945831616109
Pan_paniscus	1100001	211.9337316	11435	26	PPA	PPA (N=2064)	25.8936642367352	0.296094050547067
Pan_paniscus	1110001	115.47104688	10511	14	PPA	PPA (N=2064)	15.3482428859281	0.16132538097399
Pan_paniscus	1120001	141.3456075	6376	12	PPA	PPA (N=2064)	30.9715973503867	0.197474904706065
Pan_paniscus	1130001	248.12528526	11192	18	PPA	PPA (N=2064)	30.9736879082479	0.34665751506911
Pan_paniscus	1140001	160.32471966	7232	6	PPA	PPA (N=2064)	30.9721723913231	0.223990750734048
Pan_paniscus	1150001	194.75761824	8785	22	PPA	PPA (N=2064)	30.9729295780567	0.272097186343228
Pan_paniscus	1160001	69.6196404	7855	9	PPA	PPA (N=2064)	12.3826951890674	0.0972660707101247
Pan_paniscus	1170001	147.04377552	10210	4	PPA	PPA (N=2064)	20.1210434677364	0.205435853805588
Pan_paniscus	1180001	55.58485302	8582	5	PPA	PPA (N=2064)	9.04893664529235	0.077657974289899
Pan_paniscus	1190001	190.1236995	9150	11	PPA	PPA (N=2064)	29.0298477720692	0.265623107114433
Pan_paniscus	1200001	207.14412315	10795	12	PPA	PPA (N=2064)	26.8089352636311	0.289402456170898
Pan_paniscus	1210001	106.19314526	10147	2	PPA	PPA (N=2064)	14.6213818703364	0.148363161838304
Pan_paniscus	1220001	57.73181608	10039	2	PPA	PPA (N=2064)	8.0344168651511	0.0806575109092519
Pan_paniscus	1230001	78.08701959	8221	4	PPA	PPA (N=2064)	13.2703933188366	0.109095903474156
Pan_paniscus	1240001	74.35207395	12664	5	PPA	PPA (N=2064)	8.2026046783487	0.103877785646608
Pan_paniscus	1250001	78.38956487	12933	3	PPA	PPA (N=2064)	8.46815058626222	0.109518591532129
Pan_paniscus	1260001	51.98738599	9441	10	PPA	PPA (N=2064)	7.69324528743591	0.0726319287586824
Pan_paniscus	1270001	44.36483612	11328	3	PPA	PPA (N=2064)	5.47161129541634	0.0619824127544764
Pan_paniscus	1280001	42.05223213	10161	7	PPA	PPA (N=2064)	5.78205472600622	0.0587514580709492
Pan_paniscus	1290001	90.99241182	12456	9	PPA	PPA (N=2064)	10.2060143134106	0.127126114287843
Pan_paniscus	1300001	72.52307022	17377	10	PPA	PPA (N=2064)	5.83083801339635	0.101322472158788
Pan_paniscus	1380001	24.54174604	4201	3	PPA	PPA (N=2064)	8.16173279299444	0.0342874394633697
Pan_paniscus	1390001	72.22042371	10177	17	PPA	PPA (N=2064)	9.91447800645542	0.100899642671697
Pan_paniscus	1400001	70.43255766	11245	3	PPA	PPA (N=2064)	8.7507161329461	0.0984018029149789
Pan_paniscus	1410001	55.62629211	9842	6	PPA	PPA (N=2064)	7.89634923013118	0.077715869122951
Pan_paniscus	1420001	12.70080998	9777	15	PPA	PPA (N=2064)	1.81491127828882	0.0177443875678298
Pan_paniscus	1430001	72.00287079	9822	3	PPA	PPA (N=2064)	10.2418751796998	0.100595698015012
Pan_paniscus	1440001	66.63001569	18794	5	PPA	PPA (N=2064)	4.95313641573758	0.0930892457973722
Pan_paniscus	1450001	79.12512695	8016	5	PPA	PPA (N=2064)	13.7906998866708	0.110546250291553
Pan_paniscus	1460001	65.81648129	9538	12	PPA	PPA (N=2064)	9.64066380604403	0.091952651382048
Pan_paniscus	1470001	37.19876903	10476	10	PPA	PPA (N=2064)	4.96092515570536	0.0519706519311694
Pan_paniscus	1480001	35.70793877	10013	18	PPA	PPA (N=2064)	4.98230329438369	0.0498878028866639
Pan_paniscus	1490001	34.78703936	9877	14	PPA	PPA (N=2064)	4.92064473922682	0.0486012080893433
Pan_paniscus	1500001	17.93284157	9892	7	PPA	PPA (N=2064)	2.53276327403089	0.0250540943067136
Pan_paniscus	1510001	9.52875201	10240	1	PPA	PPA (N=2064)	1.30006678838168	0.0133126839130284
Pan_paniscus	1520001	105.98613346	9840	14	PPA	PPA (N=2064)	15.0481650662298	0.148073944251701
Pan_paniscus	1530001	114.33484562	10182	14	PPA	PPA (N=2064)	15.688272098322	0.159737986505114
Pan_paniscus	1540001	103.83451443	10091	9	PPA	PPA (N=2064)	14.3759689570067	0.145067902745155
Pan_paniscus	1550001	67.7974328	8441	9	PPA	PPA (N=2064)	11.2214491341686	0.0947202521415168
Pan_paniscus	1560001	48.9761132	10268	12	PPA	PPA (N=2064)	6.66389356903701	0.068424859166872
Pan_paniscus	1570001	18.11462896	10314	18	PPA	PPA (N=2064)	2.45375903620465	0.0253080706994148
Pan_paniscus	1580001	36.18677866	7223	8	PPA	PPA (N=2064)	6.99941760172114	0.0505567933372318
Pan_paniscus	1590001	57.20659444	9917	4	PPA	PPA (N=2064)	8.05926391064835	0.0799237202018997
Pan_paniscus	1600001	57.28491349	9935	4	PPA	PPA (N=2064)	8.05567592115045	0.0800331402766297
Pan_paniscus	1610001	57.7302748	10016	8	PPA	PPA (N=2064)	8.05265151522906	0.0806553575765343
Pan_paniscus	1620001	56.65641252	9838	6	PPA	PPA (N=2064)	8.04584847717588	0.0791550573184563
Pan_paniscus	1630001	52.64950777	9191	6	PPA	PPA (N=2064)	8.00315347383469	0.0735569835780146
Pan_paniscus	1640001	42.37302205	8013	10	PPA	PPA (N=2064)	7.38794906263895	0.0591996358389259
Pan_paniscus	1650001	57.49786992	10624	7	PPA	PPA (N=2064)	7.56124464853463	0.0803306631460319
Pan_paniscus	1660001	56.59196726	10501	4	PPA	PPA (N=2064)	7.52928486902366	0.0790650204096174
Pan_paniscus	1670001	54.22905316	10090	9	PPA	PPA (N=2064)	7.50879852635948	0.0757637771309671
Pan_paniscus	1680001	52.14127484	9698	4	PPA	PPA (N=2064)	7.51154133969517	0.0728469279123638
Pan_paniscus	1690001	4.1938104	2806	1	PPA	PPA (N=2064)	2.08809725189721	0.00585920088882356
Pan_paniscus	1870001	27.27202008	6700	2	PPA	PPA (N=2064)	5.68685429851823	0.0381019238000721
Pan_paniscus	1880001	48.48595537	9006	8	PPA	PPA (N=2064)	7.52165848831258	0.0677400563457431
Pan_paniscus	1890001	70.19234163	13964	9	PPA	PPA (N=2064)	7.02278684287843	0.0980661954739544
Pan_paniscus	1900001	47.06244128	10739	10	PPA	PPA (N=2064)	6.12266087884017	0.0657512551778646
Pan_paniscus	1910001	33.66090935	7846	2	PPA	PPA (N=2064)	5.99386747794969	0.0470278842319932
Pan_paniscus	1920001	49.81437095	10969	16	PPA	PPA (N=2064)	6.34478938296846	0.069595994741781
Pan_paniscus	1930001	46.06325762	9791	11	PPA	PPA (N=2064)	6.57290255593192	0.0643552889251294
Pan_paniscus	1940001	45.64819365	9702	8	PPA	PPA (N=2064)	6.57342818428748	0.0637754002439571
Pan_paniscus	2140001	37.56199149	10553	11	PPA	PPA (N=2064)	4.97281460133761	0.0524781124879157
Pan_paniscus	2150001	33.19449226	10019	7	PPA	PPA (N=2064)	4.62883019855963	0.0463762497593689
Pan_paniscus	2160001	16.21538505	9766	7	PPA	PPA (N=2064)	2.31974443792862	0.0226546241808109
Pan_paniscus	2170001	157.64504436	9700	17	PPA	PPA (N=2064)	22.7058719834428	0.220246958239395
Pan_paniscus	2180001	128.30828007	8955	10	PPA	PPA (N=2064)	20.0179080214036	0.17926036633167
Pan_paniscus	2190001	9.76142711	10015	8	PPA	PPA (N=2064)	1.3617329874909	0.0136377558697213
Pan_paniscus	2200001	16.27135185	12642	8	PPA	PPA (N=2064)	1.79819773578636	0.0227328157758112
Pan_paniscus	2210001	4.5799961	8241	10	PPA	PPA (N=2064)	0.77645231689883	0.00639874354356326
Pan_paniscus	2220001	3.00604903	10233	19	PPA	PPA (N=2064)	0.410414486598835	0.00419977144136588
Pan_paniscus	2230001	58.21514559	9880	13	PPA	PPA (N=2064)	8.23206212938284	0.0813327738383025
Pan_paniscus	2240001	14.68214633	9900	9	PPA	PPA (N=2064)	2.07197232220876	0.0205125259898668
Pan_paniscus	2250001	7.99929332	10430	15	PPA	PPA (N=2064)	1.07151168049629	0.0111758668275763
Pan_paniscus	2260001	28.78548851	9308	17	PPA	PPA (N=2064)	4.32062750161949	0.0402164007850742
Pan_paniscus	2270001	33.47407376	8039	7	PPA	PPA (N=2064)	5.81749657481173	0.0467668549649115
Pan_paniscus	2280001	19.59357001	7954	10	PPA	PPA (N=2064)	3.44157772795782	0.0273743092481765
Pan_paniscus	2290001	46.13169236	17797	10	PPA	PPA (N=2064)	3.6214474104328	0.0644508995634726
Pan_paniscus	2300001	10.75490238	7747	12	PPA	PPA (N=2064)	1.9395568468	0.0150257468921596
Pan_paniscus	2320001	21.2109708	9625	8	PPA	PPA (N=2064)	3.07885619081887	0.0296339908366317
Pan_paniscus	2330001	12.77557413	9997	5	PPA	PPA (N=2064)	1.78541973269124	0.0178488410677143
Pan_paniscus	2340001	11.57000198	10048	8	PPA	PPA (N=2064)	1.60873089759109	0.0161645280589953
Pan_paniscus	2350001	45.49849434	9965	12	PPA	PPA (N=2064)	6.37895176366883	0.0635662543249599
Pan_paniscus	2360001	16.84732092	9966	10	PPA	PPA (N=2064)	2.36178066034697	0.0235375060610179
Pan_paniscus	2370001	68.28958013	10416	22	PPA	PPA (N=2064)	9.15973833588311	0.0954078345065584
Pan_paniscus	2380001	26.84279092	11151	22	PPA	PPA (N=2064)	3.36312840427735	0.0375022448360968
Pan_paniscus	2390001	48.89087499	13216	12	PPA	PPA (N=2064)	5.16841497328124	0.0683057722868848
Pan_paniscus	2400001	34.62741763	9977	11	PPA	PPA (N=2064)	4.84897258596976	0.0483781994902203
Pan_paniscus	2410001	7.31881502	8007	11	PPA	PPA (N=2064)	1.27702834893666	0.0102251659899358
Pan_paniscus	2420001	23.18302447	10949	13	PPA	PPA (N=2064)	2.9581843422802	0.032389160363626
Pan_paniscus	2430001	265.11418468	21098	19	PPA	PPA (N=2064)	17.555826211514	0.370392821410522
Pan_paniscus	2440001	126.45608572	10064	24	PPA	PPA (N=2064)	17.5549138584778	0.17667265307172
Pan_paniscus	2450001	126.31785488	10053	12	PPA	PPA (N=2064)	17.5549119496435	0.176479529829766
Pan_paniscus	2460001	120.08490064	9557	22	PPA	PPA (N=2064)	17.5548213124882	0.16777142728345
Pan_paniscus	2470001	84.40690592	7760	23	PPA	PPA (N=2064)	15.1965798236687	0.117925459431669
Pan_paniscus	2480001	83.13908293	10001	19	PPA	PPA (N=2064)	11.6142561097033	0.116154175353142
Pan_paniscus	2490001	115.36213223	10058	11	PPA	PPA (N=2064)	16.0243801530586	0.161173215579464
Pan_paniscus	2500001	33.96380792	10190	5	PPA	PPA (N=2064)	4.65663060587012	0.0474510658738165
Pan_paniscus	2510001	3.29139445	9611	7	PPA	PPA (N=2064)	0.478454839095222	0.00459842945854418
Pan_paniscus	2520001	4.45929978	9745	18	PPA	PPA (N=2064)	0.639314304582304	0.00623011789815455
Pan_paniscus	2530001	23.10505962	9984	9	PPA	PPA (N=2064)	3.2331966290177	0.0322802351441127
Pan_paniscus	2540001	21.90582289	9967	6	PPA	PPA (N=2064)	3.07061035352129	0.0306047733935467
Pan_paniscus	2550001	8.47958411	9970	17	PPA	PPA (N=2064)	1.18825319361607	0.0118468843403522
Pan_paniscus	2560001	3.53172603	9950	9	PPA	PPA (N=2064)	0.495899330176434	0.00493419833525552
Pan_paniscus	2570001	50.59075548	10310	18	PPA	PPA (N=2064)	6.85554673349561	0.0706806868223397
Pan_paniscus	2580001	60.03924412	9981	21	PPA	PPA (N=2064)	8.40409119707535	0.0838812342380091
Pan_paniscus	2590001	14.90169958	10069	8	PPA	PPA (N=2064)	2.06765968031888	0.0208192653211308
Pan_paniscus	2600001	22.77875975	9993	2	PPA	PPA (N=2064)	3.18466520441367	0.0318243593877058
Pan_paniscus	2610001	57.60353415	9992	24	PPA	PPA (N=2064)	8.05427215340086	0.0804782873567814
Pan_paniscus	2620001	13.5185061	9979	43	PPA	PPA (N=2064)	1.89265420887141	0.0188867963503278
Pan_paniscus	2630001	2.90703524	12912	15	PPA	PPA (N=2064)	0.314547599546399	0.00406143860534311
Pan_paniscus	2640001	74.3172196	9978	24	PPA	PPA (N=2064)	10.4058018038052	0.103829090398368
Pan_paniscus	2650001	0	9613	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2660001	0	10027	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2670001	0	9985	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2680001	0	10268	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2690001	0	10032	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2700001	0	11178	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2710001	0	10017	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2720001	0	10610	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2730001	0	9975	1	PPA	PPA (N=2064)	0	0
Pan_paniscus	2740001	0	9924	0	PPA	PPA (N=2064)	0	0
Pan_paniscus	2750001	0	327660	0	PPA	PPA (N=2064)	0	0
Pan_troglodytes_ellioti	290001	19.69418529	5694	12	PTE	PTE (N=4039)	5.60333390641628	0.0319053832631343
Pan_troglodytes_ellioti	300001	137.1759669	10098	12	PTE	PTE (N=4039)	22.0073935597515	0.22223066016637
Pan_troglodytes_ellioti	310001	142.0892494	9581	37	PTE	PTE (N=4039)	24.0257152876698	0.230190378171164
Pan_troglodytes_ellioti	320001	90.73088116	7493	15	PTE	PTE (N=4039)	19.6166725371404	0.146987727320793
Pan_troglodytes_ellioti	330001	672.44949575	12057	161	PTE	PTE (N=4039)	90.3537865465602	1.08939560439188
Pan_troglodytes_ellioti	340001	284.24738476	12628	60	PTE	PTE (N=4039)	36.4659767505997	0.460492354406573
Pan_troglodytes_ellioti	350001	246.02294926	10173	25	PTE	PTE (N=4039)	39.1789256043523	0.398567210173076
Pan_troglodytes_ellioti	360001	15.99885205	12378	19	PTE	PTE (N=4039)	2.09394027511017	0.0259187927253137
Pan_troglodytes_ellioti	370001	16.72787819	9024	9	PTE	PTE (N=4039)	3.00308563835151	0.027099844800484
Pan_troglodytes_ellioti	380001	1.90995843	11454	1	PTE	PTE (N=4039)	0.270142355618814	0.0030942105412579
Pan_troglodytes_ellioti	390001	32.95008474	10090	14	PTE	PTE (N=4039)	5.29043418471666	0.0533804809237911
Pan_troglodytes_ellioti	400001	23.6286159	3616	4	PTE	PTE (N=4039)	10.586095489578	0.0382793212903141
Pan_troglodytes_ellioti	410001	129.01371722	13670	7	PTE	PTE (N=4039)	15.289501305264	0.209007482842959
Pan_troglodytes_ellioti	420001	168.82562569	17785	5	PTE	PTE (N=4039)	15.3783749239324	0.273504398022138
Pan_troglodytes_ellioti	430001	64.15362197	15752	9	PTE	PTE (N=4039)	6.59798651982775	0.103931483660327
Pan_troglodytes_ellioti	440001	69.90360359	15688	6	PTE	PTE (N=4039)	7.21868232780471	0.1132466883586
Pan_troglodytes_ellioti	450001	114.25142552	10404	10	PTE	PTE (N=4039)	17.7904621596833	0.185091968309345
Pan_troglodytes_ellioti	460001	113.78610432	10189	8	PTE	PTE (N=4039)	18.0918764344279	0.184338128990386
Pan_troglodytes_ellioti	470001	142.3443168	12746	13	PTE	PTE (N=4039)	18.0922326816532	0.230603597760352
Pan_troglodytes_ellioti	480001	57.92735759	8746	18	PTE	PTE (N=4039)	10.7300116017496	0.0938446814689018
Pan_troglodytes_ellioti	490001	100.57792302	8979	28	PTE	PTE (N=4039)	18.1468244435448	0.162940336678589
Pan_troglodytes_ellioti	500001	51.18972724	10122	24	PTE	PTE (N=4039)	8.19299007641725	0.0829294455534954
Pan_troglodytes_ellioti	510001	144.3285235	10712	26	PTE	PTE (N=4039)	21.8276786339358	0.233818093526721
Pan_troglodytes_ellioti	520001	190.72356992	6299	21	PTE	PTE (N=4039)	49.0522242631188	0.308979960633385
Pan_troglodytes_ellioti	530001	206.086388	11198	14	PTE	PTE (N=4039)	29.8149984274854	0.333868352390981
Pan_troglodytes_ellioti	540001	5.5976854	4867	3	PTE	PTE (N=4039)	1.86325839562534	0.00906847861150854
Pan_troglodytes_ellioti	570001	58.69117058	9461	26	PTE	PTE (N=4039)	10.0498984948332	0.0950820896596171
Pan_troglodytes_ellioti	580001	47.04521164	10402	17	PTE	PTE (N=4039)	7.32697185883761	0.0762151612756288
Pan_troglodytes_ellioti	590001	34.60371047	7643	20	PTE	PTE (N=4039)	7.33474055191209	0.0560594220382641
Pan_troglodytes_ellioti	600001	12.20109167	9204	15	PTE	PTE (N=4039)	2.14757345109726	0.0197662660438992
Pan_troglodytes_ellioti	610001	31.02092535	9488	5	PTE	PTE (N=4039)	5.29670784615859	0.0502551640443527
Pan_troglodytes_ellioti	620001	156.6940228	11271	30	PTE	PTE (N=4039)	22.5224653212196	0.253850706635466
Pan_troglodytes_ellioti	630001	142.76257552	10269	59	PTE	PTE (N=4039)	22.5222703225814	0.231281193942588
Pan_troglodytes_ellioti	640001	135.0738626	9716	25	PTE	PTE (N=4039)	22.5221454796574	0.218825165480351
Pan_troglodytes_ellioti	650001	38.67017557	11281	34	PTE	PTE (N=4039)	5.55334290606969	0.0626472613233722
Pan_troglodytes_ellioti	660001	3.31183307	3344	2	PTE	PTE (N=4039)	1.60445712439467	0.00536530462397577
Pan_troglodytes_ellioti	710001	8.74579175	8824	13	PTE	PTE (N=4039)	1.60568214784725	0.0141685392726041
Pan_troglodytes_ellioti	720001	122.45614975	9296	20	PTE	PTE (N=4039)	21.3407870197711	0.198383956135792
Pan_troglodytes_ellioti	730001	88.38868778	8790	26	PTE	PTE (N=4039)	16.2904753736944	0.143193278534774
Pan_troglodytes_ellioti	740001	3.3665562	7908	17	PTE	PTE (N=4039)	0.689676065514195	0.00545395832608626
Pan_troglodytes_ellioti	750001	63.02981864	9758	13	PTE	PTE (N=4039)	10.4643242917662	0.102110876439055
Pan_troglodytes_ellioti	760001	1.79695353	10569	10	PTE	PTE (N=4039)	0.275441195488884	0.00291113799512202
Pan_troglodytes_ellioti	770001	81.88076175	15232	23	PTE	PTE (N=4039)	8.70865106254563	0.132650172984695
Pan_troglodytes_ellioti	780001	61.86040965	9963	19	PTE	PTE (N=4039)	10.0588563875205	0.100216386188867
Pan_troglodytes_ellioti	790001	38.96060996	11259	2	PTE	PTE (N=4039)	5.60598426845745	0.0631177768785625
Pan_troglodytes_ellioti	800001	0	11353	0	PTE	PTE (N=4039)	0	0
Pan_troglodytes_ellioti	810001	1.27898055	59153	3	PTE	PTE (N=4039)	0.0350278201531396	0.00207200064551867
Pan_troglodytes_ellioti	820001	9.72228405	9837	3	PTE	PTE (N=4039)	1.60114838042064	0.0157504966181979
Pan_troglodytes_ellioti	830001	62.2298296	10118	9	PTE	PTE (N=4039)	9.96391199566572	0.100814861572146
Pan_troglodytes_ellioti	840001	61.13428614	10017	18	PTE	PTE (N=4039)	9.88719541705706	0.0990400364926605
Pan_troglodytes_ellioti	850001	54.18673204	22766	21	PTE	PTE (N=4039)	3.85595693323124	0.0877847155419425
Pan_troglodytes_ellioti	860001	253.35046076	15693	57	PTE	PTE (N=4039)	26.1542138281891	0.410438077605772
Pan_troglodytes_ellioti	870001	9.02534626	9274	20	PTE	PTE (N=4039)	1.5766043755157	0.0146214289785326
